LotArea,LotFrontage,TotalBsmtSF,BedroomAbvGr,Fireplaces,PoolArea,GarageCars,WoodDeckSF,ScreenPorch,Expensive,MSZoning,Condition1,Heating,Street,CentralAir,Foundation,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,KitchenQual,FireplaceQu
7472,,725,4,0,0,2,0,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,ALQ,Gd,
9017,68.0,1431,3,0,0,2,0,0,0,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,Av,GLQ,Gd,
2522,24.0,970,3,0,0,2,0,0,0,RM,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,No,Unf,Gd,
7180,60.0,864,3,0,0,1,0,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,Av,ALQ,TA,
2280,24.0,855,3,1,0,2,87,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,Gd,TA,No,ALQ,TA,TA
9416,79.0,1726,3,1,0,3,171,266,1,RL,Norm,GasA,Pave,Y,PConc,Ex,TA,Ex,TA,No,GLQ,Ex,Gd
25419,174.0,1360,4,1,512,2,0,0,0,RL,Artery,GasA,Pave,Y,PConc,Gd,Gd,TA,TA,No,GLQ,Gd,Ex
5520,92.0,755,5,0,0,0,0,0,0,RM,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,Unf,TA,
9591,76.0,1713,3,1,0,3,0,170,1,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Ex,TA,Av,GLQ,Ex,Gd
8546,80.0,1121,2,0,0,2,132,0,0,RM,Norm,GasA,Pave,Y,PConc,TA,TA,Gd,TA,No,Unf,TA,
10125,75.0,1196,3,2,0,2,238,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,ALQ,TA,Fa
7000,50.0,617,2,0,0,1,0,0,0,RL,Artery,GasA,Pave,Y,BrkTil,TA,Gd,Fa,TA,No,LwQ,TA,
4438,,848,1,1,0,2,149,0,0,RM,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,Av,GLQ,Gd,Gd
3500,50.0,720,2,0,0,1,0,0,0,RM,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,LwQ,TA,
11851,99.0,1424,3,0,0,2,0,0,0,RL,Norm,GasA,Pave,Y,PConc,TA,TA,Gd,TA,No,Unf,TA,
13673,40.0,1140,3,1,0,1,0,0,0,RL,RRAe,GasA,Pave,Y,CBlock,TA,Gd,TA,TA,No,Unf,TA,TA
12493,,1100,3,1,0,1,355,0,0,RL,Norm,GasA,Pave,Y,PConc,TA,TA,TA,TA,No,ALQ,TA,Po
14364,,1157,3,1,0,2,60,154,1,RL,Norm,GasA,Pave,Y,CBlock,Gd,TA,Gd,TA,Gd,GLQ,TA,Gd
8250,75.0,1092,3,0,0,2,0,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,Gd,TA,No,Rec,TA,
5604,67.0,864,2,0,0,0,0,0,0,RL,Norm,GasA,Pave,N,CBlock,TA,TA,TA,TA,No,Rec,TA,
10420,83.0,1212,3,0,0,2,100,0,0,RL,Norm,GasA,Pave,Y,PConc,TA,TA,Gd,TA,Mn,GLQ,Gd,
8640,72.0,900,3,1,0,2,168,0,1,FV,Norm,GasA,Pave,Y,PConc,TA,TA,Gd,TA,No,GLQ,Gd,TA
13568,43.0,990,3,0,0,2,224,0,0,RL,Norm,GasA,Pave,Y,PConc,TA,TA,Gd,TA,No,ALQ,TA,
10900,,689,3,0,0,1,0,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,Gd,TA,No,GLQ,TA,
10011,72.0,1070,2,1,0,1,0,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,BLQ,Gd,Fa
8450,65.0,1436,3,0,0,2,139,0,0,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,Mn,GLQ,Gd,
9906,57.0,686,3,0,0,1,0,0,0,RM,Norm,GasA,Pave,N,CBlock,TA,TA,TA,TA,No,Unf,TA,
15660,,798,3,2,0,2,0,0,1,RL,Norm,GasA,Pave,Y,CBlock,Gd,Gd,TA,TA,No,BLQ,Gd,TA
3010,43.0,1248,2,0,0,2,108,0,0,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,Av,GLQ,Gd,
8990,73.0,1498,2,0,0,2,351,0,0,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,Mn,Unf,Gd,
8068,,1010,4,1,0,2,120,0,0,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,No,Unf,Gd,TA
11475,85.0,713,3,1,0,2,209,0,0,RL,RRAn,GasA,Pave,Y,CBlock,TA,TA,Gd,TA,No,ALQ,TA,TA
10500,70.0,864,2,0,0,2,216,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,ALQ,TA,
13472,103.0,2392,3,1,0,3,248,0,1,RL,Norm,GasA,Pave,Y,PConc,Ex,TA,Ex,TA,Gd,GLQ,Ex,Ex
1680,21.0,630,3,0,0,1,0,0,0,RM,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,Unf,TA,
9950,82.0,1203,4,1,0,3,224,0,1,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,No,GLQ,Gd,TA
1869,21.0,483,2,0,0,1,0,0,0,RM,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,Rec,TA,
8521,70.0,912,3,1,0,1,0,0,0,RL,Feedr,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,ALQ,TA,Fa
3182,43.0,1373,2,1,0,2,143,0,0,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,Av,GLQ,Gd,TA
8760,73.0,1194,3,0,0,1,0,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,Unf,TA,
15138,174.0,1462,4,1,0,3,0,0,1,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,No,GLQ,Ex,TA
1680,21.0,483,2,1,0,1,0,0,0,RM,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,Unf,TA,Po
10650,75.0,894,3,0,0,1,365,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,Gd,Av,LwQ,TA,
7851,,860,4,2,0,2,288,0,0,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,No,GLQ,Gd,TA
1680,21.0,483,2,0,0,1,0,0,0,RM,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,ALQ,TA,
8773,65.0,1414,3,0,0,2,132,0,0,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,Av,GLQ,Gd,
9453,,996,3,0,0,2,370,0,0,RL,RRNe,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,No,BLQ,Gd,
12030,93.0,1694,3,0,0,3,168,0,1,RL,Norm,GasA,Pave,Y,PConc,Ex,TA,Ex,TA,No,Unf,Gd,
8741,52.0,735,3,1,0,1,0,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,Fa,No,LwQ,TA,Gd
9000,75.0,1566,3,0,0,2,144,0,1,FV,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,Av,GLQ,Gd,
3880,40.0,686,2,0,0,0,58,0,0,RM,Norm,GasA,Pave,Y,CBlock,TA,Gd,TA,TA,No,ALQ,Gd,
5000,63.0,540,3,0,0,1,0,0,0,RM,Norm,GasA,Pave,N,BrkTil,TA,TA,TA,TA,No,Unf,TA,
10762,75.0,626,3,1,0,1,0,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,Gd,TA,No,Unf,TA,TA
8880,,948,3,2,0,2,0,0,0,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,No,GLQ,Gd,Fa
10400,80.0,1845,3,1,0,2,197,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,Gd,TA,Av,GLQ,TA,TA
9142,69.0,1020,4,0,0,1,0,0,0,RM,Norm,GasA,Pave,N,Stone,TA,Fa,Fa,TA,No,Unf,Fa,
11310,75.0,1367,2,1,0,2,0,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,Unf,TA,TA
11317,72.0,840,3,0,0,2,144,0,0,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,No,Unf,Gd,
159000,,1444,4,2,0,2,0,0,1,RL,Norm,GasA,Pave,Y,CBlock,Gd,TA,Gd,TA,Gd,Rec,Gd,TA
5350,55.0,728,3,0,0,0,263,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,Po,TA,TA,No,Unf,Fa,
4750,44.0,1573,2,1,0,2,123,153,0,RM,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,Gd,GLQ,Gd,Gd
8366,65.0,798,3,0,0,2,138,0,0,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,No,Unf,Gd,
9350,85.0,1302,3,0,0,1,333,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,Gd,TA,Gd,LwQ,Gd,
8400,70.0,1314,3,0,0,1,250,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,Gd,TA,TA,No,Rec,TA,
8738,66.0,975,4,1,0,2,192,0,0,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,No,Unf,Gd,TA
8791,64.0,864,3,0,0,2,216,0,0,FV,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,No,Rec,Gd,
8814,68.0,1604,3,1,0,2,123,0,0,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,No,GLQ,Gd,Gd
12435,80.0,963,3,1,0,2,0,0,0,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,No,GLQ,Gd,TA
12702,70.0,0,2,0,0,1,0,0,0,RM,Norm,GasA,Pave,Y,PConc,TA,TA,,,,,TA,
19296,120.0,1362,3,1,0,2,0,0,0,RL,Artery,GasA,Pave,Y,CBlock,TA,TA,TA,TA,Gd,Rec,TA,TA
9588,69.0,1482,3,1,0,3,0,0,1,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Ex,TA,No,Unf,Ex,Gd
8471,88.0,506,3,1,0,2,292,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,Gd,Gd,Av,ALQ,TA,TA
5500,50.0,926,3,0,0,2,0,0,0,RM,Norm,GasA,Pave,Y,BrkTil,TA,TA,TA,TA,No,LwQ,TA,
5232,30.0,680,2,0,0,2,0,0,0,RM,Artery,GasA,Pave,N,BrkTil,TA,TA,Fa,TA,No,Unf,TA,
12090,78.0,1422,3,1,0,2,276,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,Gd,Gd,TA,No,GLQ,Gd,TA
11207,70.0,802,3,1,0,2,95,0,0,RL,Norm,GasA,Pave,Y,PConc,TA,TA,Gd,TA,Av,GLQ,TA,TA
8400,60.0,720,4,1,0,1,262,0,0,RL,Norm,GasA,Pave,Y,PConc,TA,TA,TA,TA,No,LwQ,Gd,Gd
6900,71.0,740,2,1,0,1,0,0,0,RM,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,ALQ,TA,Gd
7917,,1143,3,1,0,1,370,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,Gd,TA,Gd,No,BLQ,TA,Fa
10728,84.0,1095,3,1,0,3,192,0,1,FV,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,Mn,Unf,Gd,Gd
39104,73.0,1385,2,2,0,2,81,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,Gd,TA,Gd,LwQ,TA,TA
11764,92.0,1152,4,1,0,3,132,0,1,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,No,GLQ,Gd,Gd
9600,80.0,1240,3,1,0,1,289,0,0,RL,Feedr,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,Rec,TA,Gd
8314,76.0,816,2,0,0,1,168,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,Gd,ALQ,TA,
7264,55.0,952,3,0,0,2,74,144,0,RL,Norm,GasW,Pave,N,BrkTil,Gd,Gd,TA,TA,No,Unf,Ex,
9196,129.0,1560,3,0,0,2,100,0,0,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Ex,TA,No,Unf,Gd,
19138,140.0,864,2,0,0,2,0,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,LwQ,TA,
14450,107.0,2121,3,1,0,3,124,142,1,RL,Norm,GasA,Pave,Y,PConc,Ex,TA,Ex,TA,Gd,Unf,Ex,Ex
10005,83.0,1160,4,1,0,2,288,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,Gd,TA,No,BLQ,TA,TA
11287,82.0,807,3,1,0,2,0,0,0,RL,Norm,GasA,Pave,Y,CBlock,Gd,TA,Gd,TA,Av,GLQ,Gd,TA
7200,60.0,1262,2,0,0,2,0,0,0,FV,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,No,GLQ,Gd,
5063,34.0,1314,2,1,0,2,172,0,0,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,No,GLQ,Gd,Gd
9612,74.0,1468,3,1,0,3,210,0,0,RL,Feedr,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,No,Unf,Gd,Gd
8012,50.0,1575,2,0,0,2,0,0,0,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,No,GLQ,Gd,
4251,35.0,625,2,0,0,2,0,0,0,FV,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,No,Unf,Gd,
9786,77.0,912,3,1,0,2,0,128,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,Rec,Gd,Gd
8125,,858,3,0,0,0,0,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,BLQ,TA,
9819,,882,3,0,0,1,0,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,Gd,TA,TA,No,BLQ,TA,
8730,60.0,698,3,0,0,1,0,259,0,RL,RRAn,GasA,Pave,Y,BrkTil,TA,TA,TA,TA,No,Unf,TA,
15611,120.0,1079,3,1,0,2,0,0,0,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,Av,Unf,Gd,Gd
5687,55.0,780,6,0,0,0,0,0,0,RL,Norm,GasA,Pave,N,PConc,TA,Fa,TA,Fa,No,Rec,Fa,
11409,60.0,768,3,1,0,1,0,160,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,LwQ,TA,Gd
16659,,795,3,1,0,2,0,0,0,RL,PosA,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,ALQ,Gd,TA
9600,80.0,1416,3,2,0,2,110,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,GLQ,TA,Gd
7937,37.0,1003,3,0,0,2,120,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,Av,GLQ,TA,
13710,75.0,910,4,0,0,1,289,0,0,RM,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,BLQ,TA,
7399,66.0,975,3,1,0,2,0,198,0,FV,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,No,BLQ,Gd,TA
11700,90.0,702,3,1,0,2,224,0,0,RL,Norm,GasA,Pave,Y,CBlock,Gd,TA,TA,TA,No,ALQ,TA,Gd
14000,80.0,1092,3,1,0,1,0,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,Gd,TA,TA,No,Unf,Gd,Gd
15750,90.0,1165,2,2,0,1,0,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,Mn,BLQ,TA,Gd
16226,66.0,1028,4,1,0,2,208,0,1,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,No,GLQ,Gd,TA
13704,118.0,1541,3,1,0,3,468,0,0,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,No,Unf,Gd,TA
9800,70.0,894,3,0,0,2,256,0,0,RL,Norm,GasA,Pave,Y,PConc,TA,TA,TA,TA,No,ALQ,TA,
18386,87.0,1470,3,1,0,3,302,0,1,RM,Norm,GasA,Pave,Y,BrkTil,TA,TA,TA,TA,No,Unf,Gd,Ex
10386,80.0,2000,3,0,0,3,168,0,1,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,No,GLQ,Gd,
13474,116.0,700,4,1,0,3,127,0,0,RL,Feedr,GasA,Pave,Y,CBlock,Gd,TA,Gd,TA,No,ALQ,Gd,TA
7920,,319,3,0,0,0,0,0,0,RM,Artery,GasA,Pave,Y,CBlock,TA,Fa,TA,TA,No,Unf,Fa,
12342,,861,1,0,0,2,158,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,BLQ,TA,
12378,90.0,1896,3,3,0,3,208,0,1,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Ex,TA,Gd,GLQ,Ex,Ex
7685,,697,3,1,0,2,190,0,0,RL,Norm,GasA,Pave,Y,PConc,TA,TA,Gd,TA,No,ALQ,Gd,TA
8000,50.0,972,2,1,0,1,0,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,Gd,TA,TA,No,ALQ,TA,Gd
7800,65.0,793,3,1,0,2,0,271,0,RM,Artery,GasA,Pave,Y,CBlock,TA,TA,Gd,TA,Mn,Rec,TA,Gd
215245,150.0,2136,3,2,0,2,0,0,1,RL,Norm,GasW,Pave,Y,CBlock,TA,TA,Gd,TA,Gd,ALQ,TA,Gd
9600,60.0,728,3,1,0,2,0,0,0,RM,Norm,GasA,Pave,Y,BrkTil,TA,TA,TA,Gd,No,LwQ,Ex,Gd
7795,71.0,716,3,1,0,2,100,0,0,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,No,GLQ,Gd,Gd
13005,94.0,845,4,1,0,2,288,0,1,RL,Norm,GasA,Pave,Y,CBlock,Gd,TA,Gd,TA,No,GLQ,Ex,TA
9000,75.0,1088,3,1,0,3,208,0,1,FV,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,Av,Unf,Gd,Gd
9900,90.0,1347,4,1,0,3,340,0,1,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,Gd,GLQ,Gd,TA
14115,,1372,3,2,0,2,233,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,Gd,TA,Av,GLQ,TA,TA
16259,111.0,1249,4,0,0,3,240,0,1,RL,Norm,GasA,Pave,Y,PConc,TA,TA,Ex,Gd,Av,Unf,Gd,
12099,99.0,1136,4,1,0,3,184,0,1,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Ex,TA,Av,GLQ,Gd,Gd
10380,86.0,1502,4,1,0,2,201,0,1,RL,Norm,GasA,Pave,Y,CBlock,Gd,TA,TA,TA,Gd,LwQ,Gd,TA
5820,49.0,1162,3,0,0,1,142,0,0,RM,Norm,GasA,Pave,Y,CBlock,TA,Gd,TA,TA,No,ALQ,TA,
11275,96.0,710,5,1,0,2,240,0,0,RL,PosN,GasA,Pave,Y,CBlock,Gd,Gd,Gd,TA,No,Unf,Gd,Gd
5000,50.0,720,2,0,0,2,0,0,0,RM,RRAe,GasA,Pave,N,CBlock,TA,TA,TA,TA,Av,BLQ,TA,
10846,32.0,1719,1,2,0,2,122,0,1,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,Gd,GLQ,Gd,Gd
11600,80.0,1383,3,0,0,1,0,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,Rec,TA,
11888,,844,5,0,0,2,0,0,0,RL,PosN,GasA,Pave,N,BrkTil,TA,TA,TA,TA,No,Unf,Gd,
6402,60.0,596,3,0,0,1,0,0,0,RM,Norm,GasA,Pave,N,PConc,TA,TA,TA,TA,Mn,Unf,TA,
10624,,1728,6,0,0,1,155,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,GLQ,TA,
8176,70.0,1056,3,0,0,1,0,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,Rec,TA,
10655,85.0,3206,3,1,0,3,0,0,1,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,No,GLQ,Gd,Gd
8198,59.0,1358,2,1,0,2,192,0,0,RM,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,Av,GLQ,Gd,Gd
9042,59.0,943,3,2,0,2,100,0,0,RL,Norm,GasA,Pave,Y,PConc,TA,TA,Gd,TA,Gd,GLQ,TA,TA
164660,,1499,3,2,0,2,670,0,0,RL,Norm,GasA,Grvl,Y,CBlock,TA,TA,TA,TA,Gd,ALQ,TA,Gd
14157,86.0,1922,3,1,0,3,178,0,1,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Ex,TA,Gd,GLQ,Gd,Gd
9135,70.0,1536,3,0,0,2,192,0,0,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,Av,GLQ,Gd,
14145,91.0,1208,3,0,0,2,108,0,0,RL,Norm,GasA,Pave,Y,CBlock,Gd,TA,Gd,TA,Mn,ALQ,Gd,
12400,66.0,1215,3,0,0,1,0,234,0,RL,Feedr,GasA,Pave,Y,CBlock,TA,TA,TA,Fa,No,Rec,TA,
14191,85.0,967,4,0,0,2,135,0,0,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,No,Unf,Gd,
8400,60.0,721,2,0,0,1,250,0,0,RH,Feedr,GasA,Pave,Y,CBlock,Fa,Fa,TA,Fa,No,Unf,TA,
8544,,0,2,0,0,2,0,0,0,RL,Norm,Wall,Pave,N,Slab,TA,TA,,,,,TA,
8849,63.0,1684,2,1,0,2,495,0,1,RL,Norm,GasA,Pave,Y,PConc,Ex,TA,Ex,TA,No,GLQ,Ex,Ex
2592,36.0,536,3,0,0,1,182,0,0,RM,Norm,GasA,Pave,Y,CBlock,TA,TA,Gd,TA,No,Rec,TA,
6435,65.0,972,3,1,0,1,0,0,0,RL,RRAn,GasA,Pave,Y,BrkTil,TA,TA,TA,TA,No,Unf,Fa,Gd
12772,,958,2,0,0,1,0,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,Gd,TA,TA,Mn,BLQ,TA,
17600,,1478,3,2,0,2,0,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,BLQ,TA,Gd
2448,36.0,764,2,0,0,2,0,0,0,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,No,GLQ,Gd,
20431,56.0,1848,4,2,0,3,0,0,1,RL,Norm,GasA,Pave,Y,PConc,Ex,TA,Ex,TA,No,GLQ,Ex,Ex
7820,68.0,1869,2,1,0,2,210,0,1,RL,Norm,GasA,Pave,Y,PConc,Ex,TA,Ex,TA,No,Unf,Ex,Gd
5271,,1453,2,1,0,2,0,184,0,RL,Norm,GasA,Pave,Y,PConc,TA,TA,Gd,TA,Gd,GLQ,Gd,TA
9084,60.0,616,3,0,0,1,48,0,0,RL,Artery,GasA,Pave,N,CBlock,TA,TA,TA,Fa,Mn,LwQ,TA,
8520,60.0,624,2,0,0,2,106,0,0,RM,Norm,GasA,Pave,Y,BrkTil,TA,Gd,TA,TA,No,Unf,TA,
8400,60.0,940,2,2,0,1,0,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,LwQ,TA,Gd
11249,105.0,1200,3,0,0,2,0,0,0,RL,Norm,GasA,Pave,Y,PConc,Gd,Gd,Gd,Gd,No,ALQ,Gd,
9248,,1158,3,0,0,2,120,0,0,RL,Norm,GasA,Pave,Y,PConc,TA,TA,Gd,TA,No,GLQ,Gd,
4224,44.0,1142,3,1,0,2,536,0,0,RM,Norm,GasA,Pave,Y,PConc,TA,TA,Gd,TA,No,ALQ,TA,Po
6930,92.0,1062,3,0,0,1,168,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,Av,BLQ,Gd,
12011,78.0,1086,3,1,0,2,208,374,1,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,Av,GLQ,Gd,TA
7540,,888,2,1,0,2,0,192,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,Gd,TA,Av,GLQ,TA,TA
9144,,883,3,0,0,1,0,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,Rec,TA,
7301,64.0,0,4,1,0,2,0,0,0,RL,Norm,GasA,Pave,Y,Slab,Gd,TA,,,,,Gd,Ex
1680,21.0,483,2,0,0,1,250,0,0,RM,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,ALQ,Gd,
18800,,796,3,1,0,2,306,0,0,RL,Norm,GasA,Pave,Y,PConc,TA,TA,Gd,TA,Mn,GLQ,TA,TA
10690,59.0,672,3,0,0,1,0,0,0,RM,Norm,GasA,Pave,Y,CBlock,TA,Gd,TA,Fa,No,Rec,TA,
9500,,1394,3,2,0,2,0,185,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,Gd,TA,No,BLQ,TA,Gd
9150,101.0,1099,3,1,0,1,64,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,Gd,TA,Gd,GLQ,TA,Gd
7800,78.0,1268,2,1,0,1,0,0,0,RL,Norm,GasA,Pave,Y,PConc,TA,TA,TA,TA,No,LwQ,TA,Gd
9830,,1063,3,1,0,2,364,182,0,RL,Norm,GasA,Pave,Y,CBlock,TA,Gd,TA,TA,No,ALQ,Gd,Gd
8121,,953,3,1,0,2,100,0,0,RL,Norm,GasA,Pave,Y,PConc,TA,TA,Gd,TA,No,Unf,TA,TA
17120,80.0,0,4,1,0,2,0,0,0,RL,Feedr,GasA,Pave,Y,CBlock,TA,TA,,,,,TA,Gd
7175,50.0,744,2,0,0,1,353,90,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,Gd,TA,No,ALQ,TA,
10634,79.0,608,3,0,0,1,66,0,0,RL,Norm,GasA,Pave,Y,PConc,TA,TA,TA,TA,No,BLQ,TA,
8200,65.0,847,4,1,0,2,100,0,0,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,No,Unf,Gd,Gd
10020,,683,1,0,0,0,0,0,0,RL,Norm,GasA,Pave,N,BrkTil,Fa,Fa,Fa,Po,Gd,BLQ,Fa,
8846,57.0,870,2,0,0,2,0,0,0,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,Av,GLQ,TA,
11143,102.0,1580,4,1,0,2,159,0,1,FV,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,No,Unf,Gd,Gd
11394,88.0,1856,1,1,0,3,113,0,1,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Ex,TA,Av,GLQ,Ex,Ex
8123,60.0,982,3,1,0,2,100,0,0,RL,RRAn,GasA,Pave,Y,PConc,TA,TA,Gd,TA,No,Unf,TA,TA
5000,50.0,1026,3,1,0,1,0,0,0,RL,Norm,GasA,Pave,Y,BrkTil,TA,TA,TA,TA,No,LwQ,Gd,Gd
7200,60.0,1293,2,1,0,2,216,0,0,FV,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,Gd,No,Unf,Gd,Gd
9245,79.0,939,3,0,0,2,144,0,0,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,Av,Unf,Gd,
9000,60.0,784,2,0,0,2,0,0,0,RH,Norm,GasA,Pave,N,BrkTil,TA,TA,Fa,Fa,No,Unf,TA,
